;id_strony;tytul;typ_wydarzenia_lista;link_do_obrazka_lista;sciezka_do_pobranego_obrazka;obiekty;ulice;miasta;data_rozpoczecia;data_zakonczenia;godzina_rozpoczecia;czy_stale;hashtagi
5169;16404;Live Factory 2. Warhol by Lupa (Kolekcja MOCAK-u);Wystawy stałe;http://media.krakow.travel/photos/43434/m.jpg;obrazy_wydarzen_karnet/16404.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5170;17367;Pawilon Józefa Czapskiego;Wystawy stałe;http://media.krakow.travel/photos/21108/m.jpg;obrazy_wydarzen_karnet/17367.jpg;Muzeum im. E. Hutten-Czapskiego;ul. Piłsudskiego 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5171;17915;Wystawa w Muzeum Katedralnym;Wystawy stałe;http://media.krakow.travel/photos/21479/m.jpg;obrazy_wydarzen_karnet/17915.jpg;Muzeum Katedralne;Wawel 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5172;18037;Kraków na wyciągnięcie ręki;Wystawy stałe;http://media.krakow.travel/photos/44331/m.jpg;obrazy_wydarzen_karnet/18037.jpg;Pałac Biskupa Erazma Ciołka;ul. Kanonicza 17;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5173;18077;Stała wystawa Muzeum Lotnictwa Polskiego;Wystawy stałe;http://media.krakow.travel/photos/19473/m.jpg;obrazy_wydarzen_karnet/18077.jpg;Muzeum Lotnictwa Polskiego;al. Jana Pawła II 39;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5174;18079;Stała wystawa Muzeum Uniwersytetu Jagiellońskiego;Wystawy stałe;http://media.krakow.travel/photos/19446/m.jpg;obrazy_wydarzen_karnet/18079.jpg;Muzeum Uniwersytetu Jagiellońskiego;ul. Jagiellońska 15;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5175;21510;Mięczaki świata;Wystawy stałe;http://media.krakow.travel/photos/26911/m.jpg;obrazy_wydarzen_karnet/21510.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5176;35622;Stanisław Dróżdż. Pojęciokształty (Kolekcja MOCAK-u);Wystawy stałe;http://media.krakow.travel/photos/44817/m.jpg;obrazy_wydarzen_karnet/35622.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5177;53663;Pradzieje i średniowiecze Małopolski;Wystawy stałe;http://media.krakow.travel/photos/66595/m.jpg;obrazy_wydarzen_karnet/53663.jpg;Muzeum Archeologiczne;ul. Poselska 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5178;21511;Rozmowa z kamieniem;Wystawy stałe;http://media.krakow.travel/photos/26912/m.jpg;obrazy_wydarzen_karnet/21511.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5179;21512;Świat łowców mamutów. Paleolit – przyroda i sztuka;Wystawy stałe;http://media.krakow.travel/photos/27728/m.jpg;obrazy_wydarzen_karnet/21512.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5180;18717;Galeria Zdzisława Beksińskiego;Wystawy stałe;http://media.krakow.travel/photos/23366/m.jpg;obrazy_wydarzen_karnet/18717.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5181;21843;Wystawa interaktywna o Starym Teatrze;Wystawy stałe;http://media.krakow.travel/photos/27350/m.jpg;obrazy_wydarzen_karnet/21843.jpg;MICET Muzeum Interaktywne / Centrum Edukacji Teatralnej;ul. Jagiellońska 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5182;22657;Ogród Nadziei;Wystawy stałe;http://media.krakow.travel/photos/28410/m.jpg;obrazy_wydarzen_karnet/22657.jpg;Bulwary Wiślane;;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5183;24100;KL Plaszow;Wystawy stałe;http://media.krakow.travel/photos/30319/m.jpg;obrazy_wydarzen_karnet/24100.jpg;Muzeum – Miejsce Pamięci KL Plaszow;ul. Jerozolimska 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5184;25232;Thesaurus Cracoviensis;Wystawy stałe;http://media.krakow.travel/photos/30835/m.jpg;obrazy_wydarzen_karnet/25232.jpg;Thesaurus Cracoviensis;ul. Księcia Józefa 337;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5185;26748;Miasto pod kopcem Kraka;Wystawy stałe;http://media.krakow.travel/photos/33312/m.jpg;obrazy_wydarzen_karnet/26748.jpg;Muzeum Podgórza;ul. Limanowskiego 51;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5186;35716;Tempus argenti. 25 lat Muzeum Archidiecezjalnego w domu Karola Wojtyły;Wystawy stałe;http://media.krakow.travel/photos/43584/m.jpg;obrazy_wydarzen_karnet/35716.jpg;Muzeum Archidiecezjalne;ul. Kanonicza 19;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5187;35298;Muzeum Książąt Czartoryskich – Pałac;Wystawy stałe;http://media.krakow.travel/photos/42651/m.jpg;obrazy_wydarzen_karnet/35298.jpg;Muzeum Książąt Czartoryskich;ul. Pijarska 15;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5188;35650;Wawel odzyskany;Wystawy stałe;http://media.krakow.travel/photos/43488/m.jpg;obrazy_wydarzen_karnet/35650.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5189;17913;Smocza Jama;Wystawy stałe;http://media.krakow.travel/photos/21478/m.jpg;obrazy_wydarzen_karnet/17913.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5190;36746;Wystawa poświęcona Młodej Polsce i dramatowi Stanisława Wyspiańskiego Wesele;Wystawy stałe;http://media.krakow.travel/photos/36848/m.jpg;obrazy_wydarzen_karnet/36746.jpg;Rydlówka;ul. Tetmajera 28;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5191;3817;Apteka Tadeusza Pankiewicza w getcie krakowskim;Wystawy stałe;http://media.krakow.travel/photos/21092/m.jpg;obrazy_wydarzen_karnet/3817.jpg;Apteka Pod Orłem;pl. Bohaterów Getta 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5192;37051;Kościuszko - bohater wciąż potrzebny;Wystawy stałe;http://media.krakow.travel/photos/45834/m.jpg;obrazy_wydarzen_karnet/37051.jpg;Muzeum Kościuszkowskie;al. Waszyngtona 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5193;43768;Wystawa Krakowskiego Salonu Ekonomicznego;Wystawy stałe;http://media.krakow.travel/photos/55442/m.jpg;obrazy_wydarzen_karnet/43768.jpg;Krakowski Salon Ekonomiczny;ul. Basztowa 20;30-960 Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5194;38195;Dziesięć polskich miast – Dziesięć żydowskich historii;Wystawy stałe;http://media.krakow.travel/photos/47810/m.jpg;obrazy_wydarzen_karnet/38195.jpg;Żydowskie Muzeum Galicja;ul. Dajwór 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5195;38686;Polskie Państwo Podziemne i jego siły zbrojne;Wystawy stałe;http://media.krakow.travel/photos/48488/m.jpg;obrazy_wydarzen_karnet/38686.jpg;Muzeum Armii Krajowej;ul. Wita Stwosza 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5196;38701;Krakowska Konspiracja;Wystawy stałe;http://media.krakow.travel/photos/48519/m.jpg;obrazy_wydarzen_karnet/38701.jpg;Muzeum Armii Krajowej;ul. Wita Stwosza 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5197;39145;Źródła. Galeria Sztuki Starożytnej;Wystawy stałe;http://media.krakow.travel/photos/49254/m.jpg;obrazy_wydarzen_karnet/39145.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5198;41059;XX + XXI. Galeria Sztuki Polskiej;Wystawy stałe;http://media.krakow.travel/photos/52107/m.jpg;obrazy_wydarzen_karnet/41059.jpg;Gmach Główny;al. 3 Maja 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5199;41714;Galeria Historycznych Militariów;Wystawy stałe;http://media.krakow.travel/photos/52895/m.jpg;obrazy_wydarzen_karnet/41714.jpg;Galeria Historycznych Militariów;ul. Gołębia 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5200;41799;Przedmioty. Galeria designu polskiego XX i XXI wieku;Wystawy stałe;http://media.krakow.travel/photos/53288/m.jpg;obrazy_wydarzen_karnet/41799.jpg;Kamienica Szołayskich im. Feliksa Jasieńskiego;pl. Szczepański 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5201;41800;Przekroje. Galeria architektury polskiej XX i XXI wieku;Wystawy stałe;http://media.krakow.travel/photos/53278/m.jpg;obrazy_wydarzen_karnet/41800.jpg;Kamienica Szołayskich im. Feliksa Jasieńskiego;pl. Szczepański 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5202;41781;Kraków od początku, bez końca;Wystawy stałe;http://media.krakow.travel/photos/53007/m.jpg;obrazy_wydarzen_karnet/41781.jpg;Pałac Krzysztofory;Rynek Główny 35;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5203;42064;Duchowość i kultura Cystersów;Wystawy stałe;http://media.krakow.travel/photos/53400/m.jpg;obrazy_wydarzen_karnet/42064.jpg;Muzeum Cystersów w Mogile;ul. Klasztorna 11;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5204;41681;Co robi zdjęcie?;Wystawy stałe;http://media.krakow.travel/photos/52847/m.jpg;obrazy_wydarzen_karnet/41681.jpg;MuFo Rakowicka;ul. Rakowicka 22a;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5205;46940;Stała wystawa Muzeum Dominikanów;Wystawy stałe;http://media.krakow.travel/photos/59267/m.jpg;obrazy_wydarzen_karnet/46940.jpg;Muzeum Dominikanów;ul. Stolarska 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5206;35184;Jerzy Duda-Gracz – Galeria Autorska. Kolekcja Agaty Dudy-Gracz;Wystawy stałe;http://media.krakow.travel/photos/58880/m.jpg;obrazy_wydarzen_karnet/35184.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5207;47857;Miasto. Technoczułość;Wystawy stałe;http://media.krakow.travel/photos/60218/m.jpg;obrazy_wydarzen_karnet/47857.jpg;Muzeum Inżynierii i Techniki;ul. św. Wawrzyńca 15;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5208;36636;Ogrody Królewskie;Wystawy stałe;http://media.krakow.travel/photos/21052/m.jpg;obrazy_wydarzen_karnet/36636.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5209;49044;Klasztorek. Muzeum Książąt Czartoryskich;Wystawy stałe;http://media.krakow.travel/photos/61550/m.jpg;obrazy_wydarzen_karnet/49044.jpg;Muzeum Książąt Czartoryskich;ul. Pijarska 15;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5210;49289;Fort Jugowice. Dziedzictwo miejsca;Wystawy stałe;http://media.krakow.travel/photos/62939/m.jpg;obrazy_wydarzen_karnet/49289.jpg;Muzeum i Centrum Ruchu Harcerskiego;ul. Forteczna 28;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5211;50894;Historia a Oskar Schindler;Wystawy stałe;http://media.krakow.travel/photos/63594/m.jpg;obrazy_wydarzen_karnet/50894.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5212;50900;Broń i Barwa;Wystawy stałe;http://media.krakow.travel/photos/63604/m.jpg;obrazy_wydarzen_karnet/50900.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5213;52030;Wawel Podziemny. Lapidarium;Wystawy stałe;http://media.krakow.travel/photos/64850/m.jpg;obrazy_wydarzen_karnet/52030.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5214;52656;Gabinet Porcelanowy;Wystawy stałe;http://media.krakow.travel/photos/65540/m.jpg;obrazy_wydarzen_karnet/52656.jpg;Prywatne Apartamenty Królewskie;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5215;53505;Solniczki – małe arcydzieła sztuki;W gminach Metropolii;http://media.krakow.travel/photos/67039/m.jpg;obrazy_wydarzen_karnet/53505.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii
5216;53755;Muzeum Ślusarstwa im. Marcina Mikuły;W gminach Metropolii;http://media.krakow.travel/photos/66688/m.jpg;obrazy_wydarzen_karnet/53755.jpg;Muzeum Ślusarstwa  im. Marcina Mikuły;ul. Bruchnalskiego 35;Świątniki Górne;;;;Wydarzenie stałe;#WGminach #Metropolii
5217;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5218;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
5219;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5220;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
5221;50900;Broń i Barwa;Wystawy stałe;http://media.krakow.travel/photos/63604/m.jpg;obrazy_wydarzen_karnet/50900.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5222;52030;Wawel Podziemny. Lapidarium;Wystawy stałe;http://media.krakow.travel/photos/64850/m.jpg;obrazy_wydarzen_karnet/52030.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5223;52656;Gabinet Porcelanowy;Wystawy stałe;http://media.krakow.travel/photos/65540/m.jpg;obrazy_wydarzen_karnet/52656.jpg;Prywatne Apartamenty Królewskie;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5224;53505;Solniczki – małe arcydzieła sztuki;W gminach Metropolii;http://media.krakow.travel/photos/67039/m.jpg;obrazy_wydarzen_karnet/53505.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii
5225;53755;Muzeum Ślusarstwa im. Marcina Mikuły;W gminach Metropolii;http://media.krakow.travel/photos/66688/m.jpg;obrazy_wydarzen_karnet/53755.jpg;Muzeum Ślusarstwa  im. Marcina Mikuły;ul. Bruchnalskiego 35;Świątniki Górne;;;;Wydarzenie stałe;#WGminach #Metropolii
5226;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5227;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
5228;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5229;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
5230;50900;Broń i Barwa;Wystawy stałe;http://media.krakow.travel/photos/63604/m.jpg;obrazy_wydarzen_karnet/50900.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5231;52030;Wawel Podziemny. Lapidarium;Wystawy stałe;http://media.krakow.travel/photos/64850/m.jpg;obrazy_wydarzen_karnet/52030.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5232;52656;Gabinet Porcelanowy;Wystawy stałe;http://media.krakow.travel/photos/65540/m.jpg;obrazy_wydarzen_karnet/52656.jpg;Prywatne Apartamenty Królewskie;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5233;53505;Solniczki – małe arcydzieła sztuki;W gminach Metropolii;http://media.krakow.travel/photos/67039/m.jpg;obrazy_wydarzen_karnet/53505.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii
5234;53755;Muzeum Ślusarstwa im. Marcina Mikuły;W gminach Metropolii;http://media.krakow.travel/photos/66688/m.jpg;obrazy_wydarzen_karnet/53755.jpg;Muzeum Ślusarstwa  im. Marcina Mikuły;ul. Bruchnalskiego 35;Świątniki Górne;;;;Wydarzenie stałe;#WGminach #Metropolii
5235;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5236;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
5237;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5238;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
5239;50900;Broń i Barwa;Wystawy stałe;http://media.krakow.travel/photos/63604/m.jpg;obrazy_wydarzen_karnet/50900.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5240;52030;Wawel Podziemny. Lapidarium;Wystawy stałe;http://media.krakow.travel/photos/64850/m.jpg;obrazy_wydarzen_karnet/52030.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5241;52656;Gabinet Porcelanowy;Wystawy stałe;http://media.krakow.travel/photos/65540/m.jpg;obrazy_wydarzen_karnet/52656.jpg;Prywatne Apartamenty Królewskie;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5242;53505;Solniczki – małe arcydzieła sztuki;W gminach Metropolii;http://media.krakow.travel/photos/67039/m.jpg;obrazy_wydarzen_karnet/53505.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii
5243;53755;Muzeum Ślusarstwa im. Marcina Mikuły;W gminach Metropolii;http://media.krakow.travel/photos/66688/m.jpg;obrazy_wydarzen_karnet/53755.jpg;Muzeum Ślusarstwa  im. Marcina Mikuły;ul. Bruchnalskiego 35;Świątniki Górne;;;;Wydarzenie stałe;#WGminach #Metropolii
5244;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5245;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
5246;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5247;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
5248;50900;Broń i Barwa;Wystawy stałe;http://media.krakow.travel/photos/63604/m.jpg;obrazy_wydarzen_karnet/50900.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5249;52030;Wawel Podziemny. Lapidarium;Wystawy stałe;http://media.krakow.travel/photos/64850/m.jpg;obrazy_wydarzen_karnet/52030.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5250;52656;Gabinet Porcelanowy;Wystawy stałe;http://media.krakow.travel/photos/65540/m.jpg;obrazy_wydarzen_karnet/52656.jpg;Prywatne Apartamenty Królewskie;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5251;53505;Solniczki – małe arcydzieła sztuki;W gminach Metropolii;http://media.krakow.travel/photos/67039/m.jpg;obrazy_wydarzen_karnet/53505.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii
5252;53755;Muzeum Ślusarstwa im. Marcina Mikuły;W gminach Metropolii;http://media.krakow.travel/photos/66688/m.jpg;obrazy_wydarzen_karnet/53755.jpg;Muzeum Ślusarstwa  im. Marcina Mikuły;ul. Bruchnalskiego 35;Świątniki Górne;;;;Wydarzenie stałe;#WGminach #Metropolii
5253;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5254;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
5255;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5256;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
5257;50900;Broń i Barwa;Wystawy stałe;http://media.krakow.travel/photos/63604/m.jpg;obrazy_wydarzen_karnet/50900.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5258;52030;Wawel Podziemny. Lapidarium;Wystawy stałe;http://media.krakow.travel/photos/64850/m.jpg;obrazy_wydarzen_karnet/52030.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5259;52656;Gabinet Porcelanowy;Wystawy stałe;http://media.krakow.travel/photos/65540/m.jpg;obrazy_wydarzen_karnet/52656.jpg;Prywatne Apartamenty Królewskie;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5260;53505;Solniczki – małe arcydzieła sztuki;W gminach Metropolii;http://media.krakow.travel/photos/67039/m.jpg;obrazy_wydarzen_karnet/53505.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii
5261;53755;Muzeum Ślusarstwa im. Marcina Mikuły;W gminach Metropolii;http://media.krakow.travel/photos/66688/m.jpg;obrazy_wydarzen_karnet/53755.jpg;Muzeum Ślusarstwa  im. Marcina Mikuły;ul. Bruchnalskiego 35;Świątniki Górne;;;;Wydarzenie stałe;#WGminach #Metropolii
5262;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5263;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
5264;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
5265;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
5266;50900;Broń i Barwa;Wystawy stałe;http://media.krakow.travel/photos/63604/m.jpg;obrazy_wydarzen_karnet/50900.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5267;52030;Wawel Podziemny. Lapidarium;Wystawy stałe;http://media.krakow.travel/photos/64850/m.jpg;obrazy_wydarzen_karnet/52030.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
5268;52656;Gabinet Porcelanowy;Wystawy stałe;http://media.krakow.travel/photos/65540/m.jpg;obrazy_wydarzen_karnet/52656.jpg;Prywatne Apartamenty Królewskie;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
