id_strony,tytul,typ_wydarzenia_lista,link_do_obrazka_lista,sciezka_do_pobranego_obrazka,obiekty,ulice,miasta,data_rozpoczecia,data_zakonczenia,godzina_rozpoczecia,czy_stale,hashtagi,likes,info_clicks,shares,watch_time,saves,score
5420,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,46,18,7,18,8,73.39999999999999
5421,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,58,14,10,32,5,89.0
5422,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,45,20,8,67,3,93.19999999999999
5423,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,42,19,4,127,7,111.80000000000001
5424,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,60,24,10,134,7,140.20000000000002
5425,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,40,21,14,4,4,67.6
5426,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,53,25,12,59,4,104.60000000000001
5427,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,48,20,9,47,5,89.2
5428,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,55,15,10,24,4,83.39999999999999
5429,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,47,13,10,3,4,65.39999999999999
5430,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,50,24,13,47,5,96.8
5431,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,64,20,11,17,4,94.19999999999999
5432,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,58,18,17,66,1,109.20000000000002
5433,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,58,22,11,50,5,103.19999999999999
5434,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,48,20,9,8,3,73.2
5435,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,49,16,14,41,6,87.80000000000001
5436,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,68,24,12,13,7,101.00000000000001
5437,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,39,26,10,57,3,89.19999999999999
5438,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,35,18,7,76,4,84.8
5439,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,44,19,9,35,5,79.60000000000001
5440,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,49,18,9,106,5,112.2
5441,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,55,22,12,58,5,104.0
5442,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,46,26,13,49,5,95.19999999999999
5443,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,56,15,9,49,3,93.6
5444,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,49,21,13,41,5,91.0
5445,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,59,17,12,40,3,96.39999999999999
5446,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,50,23,6,17,4,79.6
5447,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,43,20,17,122,7,119.4
5448,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,43,24,10,40,5,85.2
5449,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,54,24,12,134,5,135.0
5450,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,63,26,13,75,2,122.0
5451,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,50,25,6,43,6,92.0
5452,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,61,16,5,53,2,98.4
5453,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,47,18,14,76,1,100.4
5454,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,62,20,6,91,4,118.8
5455,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,40,22,19,48,5,89.2
5456,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,61,18,7,86,6,115.2
5457,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,48,14,9,74,8,95.80000000000001
5458,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,52,14,7,76,5,98.80000000000001
5459,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,61,22,10,86,9,120.8
5460,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,53,20,14,30,2,89.80000000000001
5461,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,61,15,7,113,3,123.0
5462,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,67,15,13,62,3,112.19999999999999
5463,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,51,19,10,91,6,109.8
5464,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,48,20,10,48,13,91.8
5465,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,50,23,8,57,4,96.8
5466,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,52,24,16,30,6,94.0
5467,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,59,18,6,20,5,86.0
5468,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,43,30,13,42,3,92.19999999999999
5469,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,56,25,12,78,4,115.2
5470,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,56,24,14,31,9,97.80000000000001
5471,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,46,15,12,11,4,70.4
5472,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,43,14,12,101,2,102.20000000000002
5473,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,41,16,11,17,6,68.4
5474,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,49,20,6,61,5,94.0
5475,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,63,27,14,145,5,152.0
5476,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,50,21,4,284,9,184.60000000000002
5477,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,57,17,12,44,6,96.60000000000001
5478,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,46,19,8,102,3,107.4
5479,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,44,21,9,61,5,91.60000000000001
5480,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,45,20,8,22,6,75.8
5481,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,44,28,11,41,4,90.2
5482,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,58,15,11,33,3,90.39999999999999
5483,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,43,21,16,99,0,109.0
5484,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,45,18,12,141,5,124.0
5485,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,47,27,10,36,3,89.6
5486,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,52,21,6,11,7,78.2
5487,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,64,33,11,55,4,119.8
5488,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,43,15,10,24,2,71.0
5489,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,52,20,11,19,7,83.6
5490,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,48,26,9,28,2,85.80000000000001
5491,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,54,26,5,27,3,89.19999999999999
5492,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,46,24,9,66,4,97.80000000000001
5493,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,48,14,6,76,6,94.4
5494,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,65,19,11,60,11,113.0
5495,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,46,16,10,24,5,75.4
5496,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,50,20,13,24,6,84.60000000000001
5497,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,54,19,10,46,9,95.4
5498,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,51,20,9,38,4,88.4
5499,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,41,23,12,50,0,86.60000000000001
5500,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,60,21,6,64,6,107.2
5501,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,56,28,15,46,6,107.00000000000001
5502,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,49,16,19,72,3,102.6
5503,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,57,20,15,57,8,106.39999999999999
5504,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,51,25,7,74,4,105.60000000000001
5505,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,51,17,6,18,7,76.8
5506,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,66,20,21,10,7,100.0
5507,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,46,26,10,23,6,83.2
5508,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,58,19,12,95,6,119.60000000000001
5509,50900,Broń i Barwa,Wystawy stałe,http://media.krakow.travel/photos/63604/m.jpg,obrazy_wydarzen_karnet/50900.jpg,Arsenał Muzeum Książąt Czartoryskich,ul. Pijarska 8,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,53,23,7,57,6,99.60000000000001
